Date,Weight,BMI,Fat
2016-11-01,167.59,24.74,0
2016-11-02,167.59,24.74,0
2016-11-03,167.59,24.74,0
2016-11-04,167.59,24.74,0
2016-11-05,167.59,24.74,0
2016-11-06,167.59,24.74,0
2016-11-07,167.59,24.74,0
2016-11-08,167.59,24.74,0
2016-11-09,167.59,24.74,0
2016-11-10,167.59,24.74,0
2016-11-11,167.59,24.74,0
2016-11-12,167.59,24.74,0
2016-11-13,167.59,24.74,0
2016-11-14,167.59,24.74,0
2016-11-15,167.59,24.74,0
2016-11-16,167.59,24.74,0
2016-11-17,167.59,24.74,0
2016-11-18,167.59,24.74,0
2016-11-19,167.59,24.74,0
2016-11-20,167.59,24.74,0
2016-11-21,167.59,24.74,0
2016-11-22,167.59,24.74,0
2016-11-23,167.59,24.74,0
2016-11-24,167.59,24.74,0
2016-11-25,167.59,24.74,0
2016-11-26,167.59,24.74,0
2016-11-27,167.59,24.74,0
2016-11-28,167.59,24.74,0
2016-11-29,167.59,24.74,0
2016-11-30,167.59,24.74,0
